index	query
000084	"name":"Voll's Protector","type":"Holy Chainmail","stats":[{"type":"and","filters":[{"id":"explicit.stat_3321629045","value":{"min":150}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000085	"name":"Geofri's Sanctuary","type":"Elegant Ringmail","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_2901986750","value":{"min":18}},{"id":"explicit.stat_3321629045","value":{"min":70}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000086	"name":"Loreweave","type":"Elegant Ringmail","stats":[{"type":"count","filters":[{"id":"explicit.stat_3299347043","value":{"min":55}}],"value":{"min":1}},{"type":"and","filters":[{"id":"explicit.stat_798767971","value":{"min":78}}]},{"type":"count","filters":[{"id":"explicit.stat_3032590688","value":{"min":20}},{"id":"explicit.stat_1379411836","value":{"min":20}},{"id":"explicit.stat_587431675","value":{"min":50}},{"id":"explicit.stat_3141070085","value":{"min":40}}],"value":{"min":3}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000087	"name":"Incandescent Heart","type":"Saintly Chainmail","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":90}},{"id":"explicit.stat_3495544060","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000088	"name":"Cloak of Defiance","type":"Lacquered Garb","stats":[{"type":"and","filters":[{"id":"explicit.stat_1050105434","value":{"min":148}},{"id":"explicit.stat_1999113824","value":{"min":395}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000089	"name":"Victario's Influence","type":"Lacquered Garb","stats":[{"type":"and","filters":[{"id":"explicit.stat_1880071428","value":{"min":15}},{"id":"explicit.stat_895264825","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000090	"name":"Dendrobate","type":"Sentinel Jacket","stats":[{"type":"and","filters":[{"id":"explicit.stat_256730087","value":{"min":95}},{"id":"explicit.stat_2771181375","value":{"min":24}},{"id":"explicit.stat_2901986750","value":{"min":25}},{"id":"explicit.stat_1999113824","value":{"min":150}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000091	"name":"Carcass Jack","type":"Varnished Coat","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":68}},{"id":"explicit.stat_2901986750","value":{"min":11}},{"id":"explicit.stat_280731498","value":{"min":48}},{"id":"explicit.stat_4251717817","value":{"min":48}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000092	"name":"Saqawal's Nest","type":"Blood Raiment","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_1379411836"},{"id":"explicit.stat_1671376347"},{"id":"explicit.stat_2587176568","value":{"min":-10,"max":-10}},{"id":"explicit.stat_1746347097"},{"id":"explicit.stat_2544408546"},{"id":"explicit.stat_1549868759"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000093	"name":"The Eternity Shroud","type":"Blood Raiment","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":95}},{"id":"explicit.stat_33348259","value":{"min":5}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000094	"name":"Tinkerskin","type":"Sadist Garb","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":88}},{"id":"explicit.stat_3417757416","value":{"min":15}},{"id":"explicit.stat_1999113824","value":{"min":160}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000095	"name":"Inpulsa's Broken Heart","type":"Sadist Garb","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":75}},{"id":"explicit.stat_908650225","value":{"min":45}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000096	"name":"The Restless Ward","type":"Carnal Armour","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":80}},{"id":"explicit.stat_1999113824","value":{"min":250}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000097	"name":"Shroud of the Lightless","type":"Carnal Armour","stats":[{"type":"and","filters":[{"id":"explicit.stat_983749596","value":{"min":10}},{"id":"explicit.stat_2748665614","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000098	"name":"Atziri's Splendour","type":"Sacrificial Garb","stats":[{"type":"count","filters":[{"id":"explicit.stat_4052037485","value":{"min":80}},{"id":"explicit.stat_3299347043","value":{"min":100}}],"value":{"min":1}},{"type":"and","filters":[{"id":"explicit.stat_2901986750","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000099	"name":"Shadowstitch","type":"Sacrificial Garb","stats":[{"type":"and","filters":[{"id":"explicit.stat_3100523498","value":{"min":-4,"max":-4}}]},{"type":"count","filters":[{"id":"explicit.stat_2023107756","value":{"min":5}},{"id":"explicit.stat_2406605753","value":{"min":5}}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"true"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000100	"name":"Demigod's Dominance","type":"Golden Mantle","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000101	"name":"The Ivory Tower","type":"Saint's Hauberk","stats":[{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":70}},{"id":"explicit.stat_1050105434","value":{"min":96}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000102	"name":"Kaom's Heart","type":"Glorious Plate","stats":[{"type":"and","filters":[{"id":"explicit.stat_3962278098","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000103	"name":"Sporeguard","type":"Saint's Hauberk","stats":[{"type":"and","filters":[{"id":"explicit.stat_983749596","value":{"min":10}},{"id":"explicit.stat_2923486259","value":{"min":21}},{"id":"explicit.stat_3321629045","value":{"min":235}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000104	"name":"Doppelg\u00e4nger Guise","type":"Sadist Garb","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3239991868"},{"id":"explicit.stat_2692289207","value":{"min":58}},{"id":"explicit.stat_3797538318"},{"id":"explicit.stat_388639924","value":{"max":-22}},{"id":"explicit.stat_2504632495"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000105	"name":"The Brass Dome","type":"Gladiator Plate","stats":[{"type":"and","filters":[{"id":"explicit.stat_1978899297","value":{"min":5}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000106	"name":"The Iron Fortress","type":"Crusader Plate","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":110}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000107	"name":"Garb of the Ephemeral","type":"Savant's Robe","stats":[{"type":"and","filters":[{"id":"implicit.stat_3909846940"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000109	"name":"Doryani's Prototype","type":"Saint's Hauberk","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3321629045"},{"id":"explicit.stat_3299347043","value":{"min":90}},{"id":"explicit.stat_2075742842"},{"id":"explicit.stat_2134207902"},{"id":"explicit.stat_3999959974"},{"id":"explicit.stat_3549734978"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000110	"name":"Windscream","type":"Reinforced Greaves","stats":[{"type":"and","filters":[{"id":"explicit.stat_2901986750","value":{"min":15}},{"id":"explicit.stat_3141070085","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000111	"name":"The Infinite Pursuit","type":"Goliath Greaves","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":60}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000112	"name":"Kaom's Roots","type":"Titan Greaves","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":198}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000113	"name":"The Red Trail","type":"Titan Greaves","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_1062208444","value":{"min":78}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000114	"name":"Abberath's Hooves","type":"Goathide Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":30}},{"id":"explicit.stat_1335054179","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000115	"name":"Deerstalker","type":"Deerskin Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":45}},{"id":"explicit.stat_118398748","value":{"min":18}},{"id":"explicit.stat_124859000","value":{"min":200}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000116	"name":"Goldwyrm","type":"Nubuck Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_884586851","value":{"min":19,"max":19}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000117	"name":"Goldwyrm","type":"Nubuck Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_884586851","value":{"min":20}},{"id":"explicit.stat_3372524247","value":{"min":45}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000118	"name":"Three-step Assault","type":"Shagreen Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_3261801346","value":{"min":35}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000119	"name":"Sin Trek","type":"Stealth Boots","stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_total_energy_shield","value":{"min":148}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000120	"name":"Sin Trek","type":"Stealth Boots","stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_total_energy_shield","value":{"min":148}},{"id":"explicit.stat_328541901","value":{"min":28}},{"id":"explicit.stat_3261801346","value":{"min":28}},{"id":"explicit.stat_124859000","value":{"min":95}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000121	"name":"Garukhan's Flight","type":"Stealth Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_3261801346","value":{"min":40}},{"id":"explicit.stat_124859000","value":{"min":370}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000122	"name":"Atziri's Step","type":"Slink Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":75}},{"id":"explicit.stat_3680664274","value":{"min":26}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000123	"name":"Bones of Ullr","type":"Silk Slippers","stats":[{"type":"and","filters":[{"id":"explicit.stat_2250533757","value":{"min":15}},{"id":"explicit.stat_4015621042","value":{"min":60}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000124	"name":"Inya's Epiphany","type":"Arcanist Slippers","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_656461285","value":{"min":8}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000125	"name":"Skyforth","type":"Sorcerer Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_1050105434","value":{"min":120}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000126	"name":"Lioneye's Paws","type":"Bronzescale Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":60}},{"id":"explicit.stat_3261801346","value":{"min":60}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000127	"name":"Saqawal's Talons","type":"Hydrascale Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_1251731548","value":{"min":-2,"max":-1.8}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000128	"name":"Darkray Vectors","type":"Dragonscale Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_1671376347","value":{"min":40}},{"id":"explicit.stat_2451402625","value":{"min":65}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000129	"name":"Alberon's Warpath","type":"Soldier Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_734614379","value":{"min":18}},{"id":"explicit.stat_2923486259","value":{"min":12}},{"id":"explicit.stat_3484657501","value":{"min":200}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000130	"name":"March of the Legion","type":"Legion Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_2250533757","value":{"min":28}},{"id":"explicit.stat_2901986750","value":{"min":18}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000131	"name":"Death's Door","type":"Crusader Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_2901986750","value":{"min":15}},{"id":"explicit.stat_4080418644","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000132	"name":"Brinerot Whalers","type":"Trapper Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_1839076647","value":{"min":40}}]},{"type":"count","filters":[{"id":"explicit.stat_1671376347","value":{"min":30}},{"id":"explicit.stat_4052037485","value":{"min":100}}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000133	"name":"Fenumus' Spinnerets","type":"Assassin's Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_549215295","value":{"min":20}},{"id":"explicit.stat_332854027","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000134	"name":"Fenumus' Spinnerets","type":"Assassin's Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_1671376347","value":{"min":26}},{"id":"explicit.stat_2923486259","value":{"min":21}},{"id":"explicit.stat_1999113824","value":{"min":195}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000135	"name":"Voidwalker","type":"Murder Boots","stats":[{"type":"and","filters":[{"id":"explicit.stat_3261801346","value":{"min":50}},{"id":"explicit.stat_1999113824","value":{"min":178}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000137	"name":"Temptation Step","type":"Shagreen Boots","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_124859000","value":{"min":240}},{"id":"explicit.stat_2923486259","value":{"min":29}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000138	"name":"Legacy of Fury","type":"Wyrmscale Boots","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_2451402625","value":{"min":280}},{"id":"explicit.stat_2901986750","value":{"min":-10,"max":-10}},{"id":"explicit.stat_2250533757"},{"id":"explicit.stat_1558131185"},{"id":"explicit.stat_344570534","value":{"min":45}},{"id":"explicit.stat_3717165313","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000139	"name":"The Poet's Pen","type":"Carved Wand","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":12}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000140	"name":"Piscator's Vigil","type":"Tornado Wand","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":18}},{"id":"explicit.stat_2375316951","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000141	"name":"Shimmeron","type":"Tornado Wand","stats":[{"type":"and","filters":[{"id":"explicit.stat_2974417149","value":{"min":40}},{"id":"explicit.stat_4164870816","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000142	"name":"Void Battery","type":"Prophecy Wand","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000143	"name":"Arakaali's Fang","type":"Fiend Dagger","stats":[{"type":"and","filters":[{"id":"explicit.stat_1509134228","value":{"min":195}},{"id":"explicit.stat_1940865751","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000144	"name":"Divinarius","type":"Imperial Skean","stats":[{"type":"and","filters":[{"id":"explicit.stat_2974417149","value":{"min":68}}]},{"type":"count","filters":[{"id":"explicit.stat_1243114410","value":{"min":172}},{"id":"explicit.stat_729430714","value":{"min":58}}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000145	"name":"The Wasp Nest","type":"Throat Stabber","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":25}},{"id":"explicit.stat_2375316951","value":{"min":25}},{"id":"explicit.stat_1509134228","value":{"min":170}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000146	"name":"Bloodseeker","type":"Hellion's Paw","stats":[{"type":"and","filters":[{"id":"explicit.stat_1509134228","value":{"min":170}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000147	"name":"Allure","type":"Vaal Claw","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":12}},{"id":"explicit.stat_1940865751","value":{"min":28}},{"id":"explicit.stat_1509134228","value":{"min":128}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000148	"name":"Touch of Anguish","type":"Imperial Claw","stats":[{"type":"and","filters":[{"id":"explicit.stat_2375316951","value":{"min":40}},{"id":"explicit.stat_1940865751","value":{"min":97}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000149	"name":"Hand of Wisdom and Action","type":"Imperial Claw","stats":[{"type":"and","filters":[{"id":"explicit.stat_4139681126","value":{"min":12}},{"id":"explicit.stat_656461285","value":{"min":12}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000150	"name":"The Scourge","type":"Terror Claw","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":15}},{"id":"explicit.stat_3375935924","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000151	"name":"Soul Taker","type":"Siege Axe","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":25}},{"id":"explicit.stat_1509134228","value":{"min":138}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000152	"name":"Oni-Goroshi","type":"Charan's Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_2375316951","value":{"min":90}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000153	"name":"Prismatic Eclipse","type":"Twilight Blade","stats":[{"type":"and","filters":[{"id":"explicit.stat_1940865751","value":{"min":75}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000154	"name":"Ichimonji","type":"Corsair Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":25}},{"id":"explicit.stat_1940865751","value":{"min":13}},{"id":"explicit.stat_1509134228","value":{"min":92}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000155	"name":"Scaeva","type":"Gladius","stats":[{"type":"and","filters":[{"id":"explicit.stat_2375316951","value":{"min":25}},{"id":"explicit.stat_1940865751","value":{"min":120}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000156	"name":"Dreamfeather","type":"Eternal Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":25}},{"id":"explicit.stat_1940865751","value":{"min":63}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000157	"name":"Beltimber Blade","type":"Eternal Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":20}},{"id":"explicit.stat_1509134228","value":{"min":213}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000158	"name":"Grelwood Shank","type":"Eternal Sword","stats":[{"type":"and","filters":[{"id":"explicit.stat_210067635","value":{"min":20}},{"id":"explicit.stat_1509134228","value":{"min":213}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000159	"name":"Razor of the Seventh Sun","type":"Midnight Blade","stats":[{"type":"and","filters":[{"id":"explicit.stat_1940865751","value":{"min":138}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000160	"name":"Ahn's Might","type":"Midnight Blade","stats":[{"type":"and","filters":[{"id":"explicit.stat_2375316951","value":{"min":25}},{"id":"explicit.stat_1940865751","value":{"min":155}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000161	"name":"Aurumvorax","type":"Basket Rapier","stats":[{"type":"and","filters":[{"id":"explicit.stat_2901986750","value":{"min":60}},{"id":"explicit.stat_1509134228","value":{"min":148}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000162	"name":"Paradoxica","type":"Vaal Rapier","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}},"weapon_filters":{"filters":{"pdps":{"min":200}}}},"status":{"option":"any"}
